index,Date,Close,Volume,Open,High,Low,SMA_10,SMA_50,EMA_10,EMA_50,RSI,MACD
49,2020-03-11,0.5752608047690014,0.08914608457019173,0.5812220566318927,0.6221889055472266,0.5483383685800607,0.6257513445112306,0.8668474223740901,0.6190512057419499,0.7948972033910655,0.4034819450193575,0.28264280375473005
50,2020-03-12,0.5648286140089421,0.0958710188620903,0.5096870342771983,0.5697151424287857,0.5151057401812691,0.615469788041759,0.8605333531421782,0.6127056024082012,0.7888469829341775,0.33964790961552543,0.2815386594207172
51,2020-03-13,0.5380029806259315,0.08270669063079779,0.4798807749627424,0.5562218890554723,0.487915407854985,0.6069281872825054,0.8534021690684892,0.6023422553341873,0.781768560879686,0.3441988151813878,0.2693529919050912
52,2020-03-16,0.5067064083457528,0.030910830241187386,0.5380029806259315,0.5352323838080962,0.5075528700906347,0.5950648528946534,0.8458252859901945,0.5878297484149504,0.7734913480013803,0.26997830007962614,0.2462212263542627
53,2020-03-17,0.4918032786885246,0.06478722170686457,0.4918032786885246,0.4932533733133436,0.48489425981873113,0.5803543182537172,0.8374684296538406,0.5730828292279779,0.7648356955149085,0.2965341961875337,0.22358755820874926
54,2020-03-18,0.4769001490312966,0.04226818568336427,0.49478390461997035,0.5142428785607197,0.48489425981873113,0.5648528946535907,0.8286287327291639,0.5581441181855857,0.7558164441892179,0.20325039806887463,0.20160207085822873
55,2020-03-19,0.38748137108792846,0.1124410559678417,0.4470938897168407,0.4572713643178411,0.39425981873111793,0.5403353369186967,0.8176348239488933,0.5286832370871393,0.7429326718441709,0.17253522259134121,0.14032728125730365
56,2020-03-20,0.40238450074515664,0.09031771799628943,0.38748137108792846,0.41679160419790107,0.39425981873111793,0.5178740904776968,0.8069009062546428,0.5074519297141886,0.7312571816650686,0.20472597114833396,0.10503531929349247
57,2020-03-23,0.30849478390462004,0.08408752705627706,0.38897168405365135,0.3838080959520239,0.3141993957703928,0.4968364441632396,0.7943841925419699,0.4719806457420972,0.7156104258386669,0.13363806808497508,0.03203284388666727
58,2020-03-24,0.34426229508196726,0.06243380875077305,0.30849478390462004,0.3718140929535233,0.3141993957703928,0.4721607086365076,0.7826103105036397,0.4498540058631635,0.7022645551398774,0.19995379918665107,0.0
59,2020-03-25,0.43219076005961254,0.1229959029066172,0.4113263785394933,0.4287856071964019,0.4108761329305135,0.45697564062005713,0.7730277819046207,0.4487013857643112,0.6935899654500846,0.3268416988092009,0.028464295070976475
60,2020-03-26,0.4619970193740687,0.10190311920222636,0.436661698956781,0.4722638680659671,0.39123867069486407,0.44606137298323323,0.764039518645075,0.45350443273498886,0.6866616281313853,0.36422855121060294,0.07276506125845406
