index,Date,Close,Volume,Open,High,Low,SMA_10,SMA_50,EMA_10,EMA_50,RSI,MACD
49,2020-03-11,0.035564853556485365,0.31301455648640375,0.05491525423728816,0.038861901457321324,0.04545454545454547,0.05863563769107916,0.08932664756446995,0.051008817576421284,0.06549354437783161,0.10256953867028445,0.27504705345455227
50,2020-03-12,0.009762900976290123,0.29982187091207657,0.031864406779661014,0.014573213046495503,0.024857954545454586,0.04859685147159476,0.08612106017191967,0.04070170326739847,0.06102842703070144,0.07977078891257927,0.24629642848531066
51,2020-03-13,0.012552301255230103,0.3533691447020513,0.0,0.010409437890353923,0.0021306818181818232,0.039622785002661864,0.08314828080229231,0.03282832310050415,0.05688050782846965,0.12668497705178663,0.22797213543650938
52,2020-03-16,0.010460251046025104,0.22880681343761305,0.01966101694915251,0.007633587786259555,0.022727272727272707,0.03293026085633882,0.08013968481375344,0.025966681581315598,0.05278868049648866,0.058540207127626365,0.2144412785586943
53,2020-03-17,0.036262203626220346,0.3238832141167302,0.04949152542372881,0.0284524635669674,0.022727272727272707,0.029127690318655475,0.07772206303724938,0.025529959815129455,0.050171700391917984,0.23813306170702278,0.2253011106486112
54,2020-03-18,0.04184100418410042,0.1384063013164853,0.06440677966101693,0.0423317140874393,0.05539772727272729,0.025933531067001414,0.07578796561604584,0.026292068723771156,0.04794153796578382,0.23024253731343233,0.24029800936029275
55,2020-03-19,0.034867503486750384,0.13867071168137157,0.05084745762711862,0.030534351145038163,0.04829545454545453,0.02228306335082514,0.07367478510028647,0.025516328979621805,0.04544359413010779,0.23024253731343233,0.24914886725210184
56,2020-03-20,0.034867503486750384,0.09424698711347379,0.048135593220339,0.0284524635669674,0.04900568181818182,0.018936801277663673,0.0715616045845272,0.0248816328253178,0.04304360887622294,0.2930141848499157,0.2582038240221254
57,2020-03-23,0.006276150627615051,0.32784936959002475,0.037288135593220306,0.01526717557251911,0.0234375,0.015666590615255938,0.06869627507163323,0.01862527404543113,0.03928126177681357,0.21950032446463283,0.24632252317094963
58,2020-03-24,0.012552301255230103,0.10933507751398591,0.02915254237288134,0.009021512838306767,0.022727272727272707,0.012472431363601766,0.06597421203438392,0.014765790100712717,0.03598617258453818,0.25315387348969376,0.24377475842803975
59,2020-03-25,0.02649930264993028,0.08007459155556793,0.03457627118644069,0.021512838306731452,0.03338068181818182,0.011483763023804217,0.0636998567335243,0.014406597302928315,0.03353078009544641,0.32575270200720463,0.25420088880865854
60,2020-03-26,0.014644351464435157,0.0741378830471207,0.031864406779661014,0.015961138098542715,0.03196022727272729,0.012016122899079829,0.06081661891117485,0.011733930512212776,0.030567771616590744,0.30382925025020624,0.2557280567770046
61,2020-03-27,0.009762900976290123,0.08977984358039466,0.02779661016949153,0.005551700208188792,0.02627840909090906,0.011711917256065074,0.05777220630372493,0.008567704760318817,0.027472292416960142,0.36903746573256135,0.25538593707594076
62,2020-03-30,0.0013947001394700176,0.14664755489994155,0.012881355932203353,0.0,0.005681818181818177,0.01072324891626747,0.05442335243552998,0.0042980163418507855,0.024071918046987828,0.3188380527270185,0.2510230558024378
63,2020-03-31,0.0,0.12233850093239443,0.015593220338983027,0.0034698126301179744,0.0,0.0067685755570765505,0.050841690544412566,0.0005247782292239211,0.020733843939606866,0.33257624918883777,0.24867996215274782
64,2020-04-01,0.013947001394700176,0.08208689359570263,0.021016949152542375,0.006939625260235949,0.019886363636363646,0.0037265191269298947,0.047725644699140424,0.00023615020315076451,0.01823715221835498,0.4874817641117717,0.2592105476209362
65,2020-04-02,0.013947001394700176,0.08208689359570263,0.021016949152542375,0.006939625260235949,0.019886363636363646,0.0014449768043197642,0.04460959885386817,0.0,0.015838369976367783,0.4758752321342594,0.26946686724574287
66,2020-04-03,0.021617852161785245,0.09098778145787524,0.03254237288135592,0.015961138098542715,0.034801136363636354,0.0,0.04169054441260733,0.0013459979337639982,0.013924420261768322,0.5158458444156242,0.2850236863411615
67,2020-04-06,0.0404463040446304,0.13978680174789165,0.041355932203389845,0.031922276197085375,0.042613636363636354,0.0037265191269297837,0.039255014326647464,0.006225334141500949,0.013044672049605133,0.48805564568462023,0.31274841272801296
68,2020-04-07,0.037656903765690364,0.11065434607141864,0.05694915254237287,0.034698126301179744,0.042613636363636354,0.006464369914061852,0.03674785100286526,0.009657804952797777,0.012057328263496037,0.45130597014925333,0.3338177122584891
69,2020-04-08,0.034867503486750384,0.07133791644632469,0.039322033898305075,0.027758501040943795,0.042613636363636354,0.007376986843105948,0.03416905444126073,0.011906476803370869,0.010966608337713568,0.4698827292110871,0.34943254004074564
70,2020-04-09,0.035564853556485365,0.16165214729048957,0.048813559322033906,0.03400416377515614,0.051846590909090884,0.009658529165716079,0.03203796561604588,0.013886227566234477,0.009954185618312628,0.47306731647882994,0.36315609329238374
71,2020-04-10,0.04253835425383545,0.265125664504996,0.048813559322033906,0.04371963913948651,0.05255681818181818,0.013232945471138458,0.03076647564469903,0.016905307041615525,0.009336704510239269,0.6711309523809524,0.3798496987321428
72,2020-04-13,0.043235704323570434,0.1435469954632748,0.05559322033898306,0.040943789035392086,0.05397727272727271,0.01779603011635872,0.02965616045845265,0.019515391315685582,0.008778962223539244,0.6501865671641791,0.3940718138671082
73,2020-04-14,0.043933054393305415,0.1443597094269253,0.05627118644067797,0.03678001387925056,0.05397727272727271,0.022587268993839837,0.02859957020057302,0.02179084315231944,0.008278616059334998,0.5889645180689956,0.40619550081301853
74,2020-04-15,0.05160390516039054,0.3197611956915027,0.057627118644067776,0.047189451769604485,0.06178977272727271,0.026694045174537995,0.027775787965615972,0.025191788209543597,0.00818865394888002,0.735982250907624,0.42165719591708156
75,2020-04-16,0.048814504881450504,0.09352055442678615,0.061016949152542355,0.0423317140874393,0.06463068181818177,0.030496615712221453,0.026629656160458426,0.027414666261329934,0.007960124260490642,0.7588545368396118,0.43187758167113877
76,2020-04-17,0.05160390516039054,0.15214450722257786,0.061694915254237315,0.047883414295628035,0.06676136363636365,0.0337668263746293,0.02559097421203438,0.029793098026006715,0.007882652024500114,0.871140724946696,0.44197124684502603
77,2020-04-20,0.04951185495118554,0.0874669487043892,0.06440677966101693,0.04649548924358088,0.06463068181818177,0.03475549471442696,0.024623925501432664,0.03131930263264904,0.007701646287535224,0.8616500242774818,0.44826643573816716
78,2020-04-21,0.027894002789400296,0.31517437167747503,0.05898305084745764,0.03955586398334493,0.04545454545454547,0.033690774963875625,0.022851002865329484,0.02823023696293836,0.006426498660047186,0.5694010813280534,0.43717720540060406
79,2020-04-22,0.029986052998605295,0.18978819338139108,0.037288135593220306,0.027758501040943795,0.03977272727272724,0.0331584150885999,0.02095272206303722,0.026122604615813783,0.005307928449748256,0.5813432835820893,0.43000288408890186
80,2020-04-23,0.03068340306834033,0.206265134014306,0.05084745762711862,0.0284524635669674,0.04829545454545453,0.03262605521332418,0.01905444126074496,0.024538106489652045,0.004268747613851098,0.5388821200121837,0.4249535103404512
81,2020-04-24,0.04602510460251047,0.23482980322302316,0.042711864406779654,0.03747397640527411,0.046875,0.03300631226709261,0.017424785100286555,0.026320122404567103,0.004051844238687097,0.5144669509594882,0.4323790230244436
82,2020-04-27,0.04463040446304045,0.10455342481004203,0.06237288135593222,0.04371963913948651,0.05965909090909094,0.0331584150885999,0.015813037249283624,0.027498278746526383,0.0037723991263181045,0.5267503589922107,0.43720511589732697
83,2020-04-28,0.04253835425383545,0.07989089593364691,0.057627118644067776,0.03539208882720335,0.0546875,0.03300631226709261,0.014111747851002887,0.02804243982549065,0.003397341017930877,0.5330820126173256,0.43942760433751815
84,2020-04-29,0.037656903765690364,0.1328314175178825,0.05084745762711862,0.034698126301179744,0.05539772727272729,0.031485284052019225,0.012267191977077374,0.027508164148789427,0.0027883239389462355,0.4861148487796795,0.4375368092504582
85,2020-04-30,0.037656903765690364,0.1328314175178825,0.05084745762711862,0.034698126301179744,0.05539772727272729,0.030268461479960485,0.010243553008595918,0.027071029504215582,0.0022031898826669893,0.4279352087488817,0.436029069903153
86,2020-05-01,0.037656903765690364,0.1328314175178825,0.05084745762711862,0.034698126301179744,0.05539772727272729,0.0287474332648871,0.008452722063037155,0.026713373885927982,0.001641002259967217,0.42142161861499927,0.43483862766645054
87,2020-05-04,0.03207810320781035,0.15957304684238358,0.04474576271186442,0.0284524635669674,0.04900568181818182,0.026846147996045344,0.007002148997134583,0.02530131984453493,0.0008166702030376616,0.37418427343800453,0.4298141563235781
88,2020-05-05,0.037656903765690364,0.04351081299229034,0.04542372881355933,0.0284524635669674,0.049715909090909116,0.027910867746596735,0.005479942693409678,0.02526542961891648,0.00030885590110774075,0.3537779850746262,0.43003545495914264
